,cnpj,type,nome_social,nome_comercial,status,email,telefone,cep,pais,uf,municipio,bairro,complemento,logradouro,data_patrimonio_liquido,valor_patrimonio_liquido,codigo_cvm,data_inicio_situacao,data_registro
172,05816451000115,CORRETORAS,"GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.","GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",EM FUNCIONAMENTO NORMAL,juridico@genial.com.vc,32068000,4538132,EGITO,SP,SÃO PAULO,ITAIM BIBI,CONJUNTO 92 PARTE,"AV. BRIGADEIRO FARIA LIMA, 3.400",2022-12-31,135900961.46,3620,2009-07-24,2009-07-24
173,27652684000162,CORRETORAS,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,GENIAL INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,atendimentocvm.corretora@genial.com.vc,39233000,22250906,EGITO,RJ,RIO DE JANEIRO,BOTAFOGO,9º ANDAR - SALA 907,"PRAIA DE BOTAFOGO, Nº 228",2022-12-31,280655242.59,3212,1997-12-04,1997-12-03
174,00111777000123,CORRETORAS,GERACAO CV LTDA,GERACAO CV LTDA,CANCELADA,jrumayor@terra.com.br,32280014,90010191,BRASIL,RS,PORTO ALEGRE,CENTRO,CONJ 201,"RUA SETE DE SETEMBRO, 1096",2002-12-31,0.00,3077,2002-06-20,1994-06-23
175,92575224000140,CORRETORAS,GIROS CVM LTDA.,GIROS,CANCELADA,,,90020000,BRASIL,RS,PORTO ALEGRE,,,R DOS ANDRADAS 1001/6AND/CJ602,1993-12-31,39714221.78,2488,1994-10-18,1989-01-10
176,09605581000160,CORRETORAS,GOLDMAN SACHS DO BRASIL CTVM S/A,GOLDMAN SACHS DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,EM FUNCIONAMENTO NORMAL,gs-institucional-brasil@gs.com,33710700,4542000,,SP,SÃO PAULO,ITAIM BIBI,16 ANDAR,R LEOPOLDO C MAGALHAES JR 700,2022-12-31,480407504.34,3581,2008-05-30,2008-05-30
177,99990202000195,CORRETORAS,GRAND PRIX CVC LTDA,GRAND PRIX,CANCELADA,,,66035170,BRASIL,PA,BELÉM,,,"AV NAZARE,532/410",1995-12-31,0.00,3085,1995-11-10,1994-10-31
178,65913436000117,CORRETORAS,GUIDE INVESTIMENTOS S.A. CORRETORA DE VALORES,GUIDE INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,juridico@guide.com.br,35766925,1451000,EGITO,SP,SÃO PAULO,ITAIM,12 ANDAR,AV BRIGADEIRO FARIA LIMA 3064,2022-12-31,135083854.57,1724,1991-01-03,1991-01-03
179,24074692000180,CORRETORAS,GUITTA CCTVM LTDA,GUITTA,CANCELADA,guitta@guitta.com.br,31163500,1009000,BRASIL,SP,SÃO PAULO,,,"R.LIBERO BADARO,293/6 AND./CJB",2004-12-31,2821370.27,728,1997-03-06,1988-07-13
180,15203219000165,CORRETORAS,GULFINVEST DTVM LTDA,GULFINVEST - DIST,CANCELADA,,1310,22290160,BRASIL,RJ,RIO DE JANEIRO,,,"RUA LAURO MULLER,116 / CJ 1301",1992-12-31,5027002840.86,3573,1993-12-22,1989-08-28
181,33894445000111,CORRETORAS,HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,BES SECURITIES DO BRASIL S.A. CCVM,EM FUNCIONAMENTO NORMAL,resp_legal@haitongib.com.br,30747444,4538905,,SP,SÃO PAULO,ITAIM BIBI,"8º ANDAR, SALA 02","AV BRIGADEIRO FARIA LIMA, 3729",2022-12-31,99204734.73,1201,1968-06-21,1968-06-21
182,18371583000122,CORRETORAS,HERCULES CV LTDA,HERCULES,CANCELADA,,3617,30160030,BRASIL,MG,BELO HORIZONTE,,,R ESPIRITO SANTO 461,1995-12-31,0.00,680,1997-02-14,1983-07-15
183,72153281000123,CORRETORAS,HEXAGON PARTICIPAÇÕES LTDA,HEXAGON,CANCELADA,,2617288,60331640,BRASIL,CE,FORTALEZA,,,AV S.VIRGILIO TAVORA 150/7 AND,2004-12-31,0.00,3026,2004-11-05,1995-04-25
184,17312083000157,CORRETORAS,HH PICCHIONI SA CCVM,HH PICCHIONI,EM FUNCIONAMENTO NORMAL,florentino@picchioni.com.br,32387126,30150281,BRASIL,MG,BELO HORIZONTE,FUNCIONARIOS,1.539,AVENIDA BERNARDO MONTEIRO,2022-12-31,6737199.30,582,1967-07-19,1967-07-19
185,81681009000107,CORRETORAS,HM CCVM LTDA.,,CANCELADA,,,80010000,BRASIL,PR,CURITIBA,,,AV VISC DE GUARAPUAVA 2350 BL1,1993-12-31,34063243.12,2380,1995-02-09,1989-10-11
186,76614346000141,CORRETORAS,HORIZONTE S/A CVC,,CANCELADA,,2322311,80410000,BRASIL,PR,CURITIBA,,,"RUA SALDANHA MARINHO, 480",1993-12-31,36740361.19,2259,1994-09-13,1967-09-19
187,34974170000199,CORRETORAS,HOYA CORRETORA DE CÂMBIO LTDA.,--,CANCELADA,fernandoleitao@hoya.com.br,33859606,22230060,BRASIL,RJ,RIO DE JANEIRO,CENTRO,502/512,RUA DA CANDELARIA 9,2017-12-31,5966736.71,1236,2018-11-05,1989-11-13
188,76528660000101,CORRETORAS,HSBC CCVM (BRASIL) S.A.,HSBC CCVM,CANCELADA,,3216265,80020030,BRASIL,PR,CURITIBA,CENTRO,SOBRELOJA,TRAVESSA OLIVEIRA BELO 34,2001-12-31,0.00,2216,2002-06-21,1967-09-01
189,27842177000191,CORRETORAS,"IB CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.","IB CORRETORA DE C-MBIO, T-TULOS E VALORES MOBILI-RIOS LTDA.",EM FUNCIONAMENTO NORMAL,compliance@ibcorretora.com.br,29702933,5319000,,SP,SÃO PAULO,VILA HAMBURGUESA,CJ. 307 - 3ºANDAR,AV. QUEIROZ FILHO 1700 TORRE-A,2022-12-31,3888727.53,3700,2017-12-22,2017-12-22
190,09105360000122,CORRETORAS,ICAP DO BRASIL CTVM LTDA,ICAP DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,EM FUNCIONAMENTO NORMAL,juridico@tullettprebon.com.br,39564200,22640102,,RJ,RIO DE JANEIRO,BARRA DA TIJUCA,2º ANDAR,"AV. DAS AMERICAS, Nº 3500",2022-12-31,44864943.32,3603,2008-12-29,2008-12-29
191,16695922000109,CORRETORAS,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,-----,EM FUNCIONAMENTO NORMAL,supervisao@idsf.com.br,46376633,4543000,,SP,SÃO PAULO,VILA NOVA CONCEIÇÃO,CONJ 194,"AV. PRES. JUSCELINO KUBITSCHEK, 1726",2022-12-31,2101503.24,3670,2013-01-15,2013-01-15
192,31749596000150,CORRETORAS,IDEAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,,EM FUNCIONAMENTO NORMAL,contato@idealctvm.com.br,30143545,4538133,,SP,SÃO PAULO,ITAIM BIBI,6° ANDAR,"AV. BRIG. FARIA LIMA, 4221",2022-12-31,57185467.52,3727,2019-01-16,2019-01-16
193,42352328000117,CORRETORAS,INCAF CCTM LTDA,,CANCELADA,,,20090,BRASIL,RJ,RIO DE JANEIRO,,,"R S BENTO, 08 - 2/4 ANDARES",1989-12-31,51508632.39,1341,1990-12-21,1990-01-01
194,61757423000145,CORRETORAS,INCENTIVO PARTICIPAÇÕES S.A.,INCENTIVO PARTICIPAÇÕES S.A.,CANCELADA,carolina@incentivodtvm.biz,31885555,4542060,BRASIL,SP,SÃO PAULO,ITAIM BIBI,"conj 21 , parte B","rua iaia, nº 77, 2º andar",2001-12-31,11860692.89,1899,2002-08-13,1967-07-14
195,61531554000100,CORRETORAS,INDUSCRED S.A. DTVM,INDUSCRED,CANCELADA,,24101,1311200,BRASIL,SP,SÃO PAULO,,,"AV.PAULISTA,1345-1§ SUBSOLO",1996-12-31,43636.35,1775,1995-06-20,1968-10-11
196,03014007000150,CORRETORAS,"INFINITY CORRETORA DE CAMBIO, TITULOS E VALS MOBILIARIOS S/A",INFINITY CCTVM,CANCELADA,infinity@infinityasset.com.br,30490770,4551060,BRASIL,SP,SÃO PAULO,VILA OLIMPIA,23º ANDAR,"RUA FUNCHAL, 418",2021-12-31,1164401.65,3360,2022-07-22,1999-05-07
197,04848115000191,CORRETORAS,ING CCT S.A.,ING CORRETORA,CANCELADA,omar.lucas@ing.com,45046033,4543907,,SP,SÃO PAULO,VILA NOVA CONCEIÇÃO,1909 - 20º,AV. PRES. JUSCELINO KUBITSCHEK,2021-12-31,326344505.47,108,2022-09-21,1983-04-13
198,92922525000100,CORRETORAS,INTEGRAL PARTICIPAÇÕES E EMPREENDIMENTOS LTDA.,INTEGRAL S.A.,CANCELADA,,22620123,22451041,BRASIL,RJ,RIO DE JANEIRO,GAVEA,,"R MARQUES S. VICENTE,99/3 AND.",2000-12-31,3524759.67,3280,2001-06-01,1998-08-21
199,78942398000172,CORRETORAS,INTERAÇÃO - ASSESSORIA E CONSULTORIA LTDA,RENDICAP,CANCELADA,,3222711,80060020,BRASIL,PR,CURITIBA,,,R.BENJ.CONSTANT 67/ 9 AND/ 901,1996-12-31,226667.53,2364,1997-02-12,1985-08-20
200,21592209000161,CORRETORAS,INTERBANK S/A CCTVM,INTERBANK,CANCELADA,,25330238,20040007,BRASIL,RJ,RIO DE JANEIRO,CENTRO,SALAS 3003/ 4,AV RIO BRANCO 181/ 30 ANDAR,2000-12-31,4856560.86,3255,2001-04-18,1998-03-17
201,00169331000150,CORRETORAS,INTERBOLSA DO BRASIL ADMINISTRADORA DE BENS LTDA.,FINABANK,CANCELADA,iris.alves@interbolsa.com.br,40834200,1452001,BRASIL,SP,SÃO PAULO,JARDIM PAULISTANO,5O. ANDAR,AV. BRIGADEIRO FARIA LIMA 1663,2012-12-31,13750199.94,3263,2013-10-08,1994-08-11
202,04020986000112,CORRETORAS,INTERFLOAT HZ ADMINISTRAÇÃO DE BENS PRÓPRIOS E PARTICIPAÇÕES LTDA,INTERFLOAT HZ CCTVM LTDA,CANCELADA,roberto.lombardi@interfloat.com.br,30802050,4538132,BRASIL,SP,SÃO PAULO,ITAIM BIBI,4° ANDAR,"AV BRIGADEIRO FARIA LIMA, 3311",2013-12-31,57405543.90,3506,2015-08-21,2001-08-08
203,29621281000181,CORRETORAS,INTERUNION S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS E CÂMBIO,INTERUNION,LIQUIDAÇÃO EXTRAJUDICIAL,,2537722,20090003,BRASIL,RJ,RIO DE JANEIRO,,,AV RIO BRANCO 45 22ANDAR,1995-12-31,8045511.08,876,1996-12-30,1985-08-27
204,67477430000170,CORRETORAS,INTERVAL CCV LTDA,INTERVAL,CANCELADA,,,11010121,BRASIL,SP,SANTOS,,,"RUA GAL.CAMARA,5 - 13 ANDAR",1995-12-31,75181.06,2739,1996-04-17,1991-12-27
205,09493503000110,CORRETORAS,INVESTNORTE - CVMC LTDA,INVESTNORTE,CANCELADA,evamotta@via-rs.net,32242022,50030000,BRASIL,PE,RECIFE,CENTRO,CONJ.310,"AV.MARQUÊS DE OLINDA, 200",2005-12-31,760055.71,299,2015-11-24,1985-01-03
206,39065123000146,CORRETORAS,INVESTOR SA CCTM,INVESTOR - CORRETORA,CANCELADA,,2326841,20020100,BRASIL,RJ,RIO DE JANEIRO,CENTRO,SALA 606,"RUA SETE DE SETEMBRO, 132",2000-12-31,1977616.17,841,2001-10-24,1990-03-13
207,12319901000120,CORRETORAS,INVISTA S/A CTVM,INVISTA,CANCELADA,,2432544,40015060,BRASIL,BA,SALVADOR,,,R DOS ALGIBEBES 4/SALA 801-805,1994-12-31,0.00,426,1995-07-03,1970-12-01
208,59312306000126,CORRETORAS,"IRMÃOS GUIMARÃES - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA",IRMAOS GUIMARAES,CANCELADA,,1327125,1009000,BRASIL,SP,SÃO PAULO,,,R LIBERO BADARO 377 - 27 ANDAR,1995-12-31,0.00,1678,1998-01-19,1988-06-29
209,76608025000134,CORRETORAS,ISDRA CVMC S/A,,CANCELADA,,481221,80410000,BRASIL,PR,CURITIBA,,,R HASDRUBAL BELLEGAR 150,1993-12-31,44772457.31,2232,1994-09-13,1967-08-18
210,62051263000187,CORRETORAS,ISOLDI PARTICIPAÇÕES S/A,ISOLDI,CANCELADA,edsonss@isoldi.com.br,31074021,1011100,BRASIL,SP,SÃO PAULO,CENTRO,12º E 13º ANDAR,"RUA SÃO BENTO, 365",2010-12-31,25863869.12,2127,2011-08-10,1967-12-21
211,61194353000164,CORRETORAS,ITAU CORRETORA DE VALORES SA,ITAU CORRETORA,EM FUNCIONAMENTO NORMAL,complianceib@correio.itau.com.br,50199986,4538132,EGITO,SP,SÃO PAULO,ITAIM BIBI,3ºA(PARTE),"AV. BRIG. FARIA LIMA, 3500",2022-12-31,2470691224.62,1732,1967-06-30,1967-06-30
212,33311713000125,CORRETORAS,ITAÚ DTVM S.A.,ITAÚ DTVM S.A.,CANCELADA,relacionamento.reguladores@itau-unibanco.com.br,50199986,4538132,,SP,SÃO PAULO,ITAIM BIBI,3º A (PARTE),"AV. BRIG. FARIA LIMA, 3500",1999-12-31,40556531.44,930,1997-11-12,1968-06-11
213,00952792000102,CORRETORAS,ITAU-BBA CTVM S.A.,BBA CTVM S.A.,CANCELADA,renato.ornelas@itau.com.br,50191122,4344902,BRASIL,SP,SÃO PAULO,PQ. JABAQUARA,T. CONCEIÇÃO 7ºAND,"PÇA. ALFREDO E.S. ARANHA, 100",2003-12-31,0.00,3131,2004-08-02,1995-09-04
214,04217605000190,CORRETORAS,ITAUBANK CCTVM S/A,BANKBOSTON CCTVM S.A.,INCORPORAÇÃO,brazil-financas@itaubank.com.br,33984871,4583110,BRASIL,SP,SÃO PAULO,VILA CORDEIRO,7º ANDAR,AV. DR. CHUCRI ZAIDAN 246,2005-12-31,16465694.17,3441,2006-10-31,2001-01-10
215,92986355000110,CORRETORAS,ITAUVEST S.A. CVM,ITAUVEST S.A. CORRETORA,CANCELADA,drinvest@itau.com.br,50198101,4344902,BRASIL,SP,SÃO PAULO,PQ. JABAQUARA,T.CONC.7ºANDAR,"PÇA. ALFREDO E.S. ARANHA, 100",2005-12-31,10711140.47,2585,2007-08-08,1970-04-10
216,07262108000100,CORRETORAS,J G OLIVEIRA CCTVM,J. G. OLIVEIRA,CANCELADA,,32542399,60025140,BRASIL,CE,FORTALEZA,,,"TRAV.MORADA NOVA,26/SALA 11",2006-12-31,2200367.74,205,2007-08-15,1976-04-23
217,32588139000194,CORRETORAS,J. P. MORGAN CCVM S.A.,J. P. MORGAN CCVM S.A.,EM FUNCIONAMENTO NORMAL,compliance_regulatory_br@jpmorgan.com,49503700,4538905,,SP,SÃO PAULO,ITAIM BIBI,13 ANDAR - PARTE,AV. BRIGADEIRO FARIA LIMA 3729,2022-12-31,1500859258.01,914,1989-06-28,1989-06-28
218,07256659000152,CORRETORAS,J. SAFRA CORRETORA DE VALORES E CÂMBIO LTDA.,J. SAFRA CORRETORA DE VALORES E CÂMBIO LTDA.,CANCELADA,luciana.novazzi@jsafra.com.br,31445380,1310300,BRASIL,SP,SÃO PAULO,CERQUEIRA CÉSAR,,"AV. PAULISTA, 2150",2006-12-31,37761593.55,3557,2008-09-01,2005-04-29
219,14746234000197,CORRETORAS,JMS CVMC LTDA,,CANCELADA,,2418711,40015020,BRASIL,BA,SALVADOR,,,"R LOPES CARDOSO,41-8 ANDAR",1991-12-31,-13493729.35,442,1993-08-16,1986-07-29
220,58202607000134,CORRETORAS,JOSE PINTO S NOVAES NETTO CTVM,,CANCELADA,,,11010121,BRASIL,SP,SANTOS,,,R GAL CAMARA 5 13 AND CJ 1309,1989-12-31,2168912.31,1619,1991-08-06,1990-01-01
221,54580337000144,CORRETORAS,JPM CCTVM SA,JPM - CORRETORA,CANCELADA,rodolpho.bolzachini.filho@jpmorgan.com,30483700,4538905,BRASIL,SP,SÃO PAULO,ITAIM BIBI,11º AO 15º ANDARES,AV BRIGADEIRO FARIA 3729,2001-12-31,0.00,1589,2002-07-12,1984-12-27
222,61780391000107,CORRETORAS,LAVRA DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS S.A.,LAVRA,CANCELADA,,2392244,1414000,BRASIL,SP,SÃO PAULO,CERQUEIRA CESAR,,R HADDOCK LOBO 595/ 5 E 6 AND.,1994-12-31,5231328.85,1929,1995-09-22,1978-03-02
223,00581621000106,CORRETORAS,LEADERBANK CONSULTORIA E INVESTIMENTO LTDA,SURBANK,CANCELADA,,2254233,80020010,BRASIL,PR,CURITIBA,,,P?A GAL OSORIO 379 CJ 1002,1996-12-31,195689.53,2925,1997-08-22,1995-03-14
224,23581028000165,CORRETORAS,LECCA CVC LTDA,,CANCELADA,,,60125150,BRASIL,CE,FORTALEZA,,,"AV. OSWALDO CRUZ, 881",1989-12-31,3565.97,710,1992-07-22,1988-11-18
225,58160250000179,CORRETORAS,LEMON BANK EMPREENDIMENTOS S.A.,PATAGON CCVM S.A.,CANCELADA,,34433031,1480900,BRASIL,SP,SÃO PAULO,JARDIM PAULISTANO,CJ114-TORRE SUL,AV BRIG FARIA LIMA 1461/11 AND,2002-12-31,12035043.01,1600,2003-05-29,1971-03-10
226,61973863000130,CORRETORAS,LEROSA S/A CORRETORA DE VALORES E CÂMBIO,ESCRITÓRIO LEROSA S/A CV,CANCELADA,contabilidade@lerosa.com.br,35136600,1426001,,SP,SÃO PAULO,CERQUEIRA CESAR,379 - 5 ANDAR,RUA OSCAR FREIRE,2021-12-31,-429450.19,2119,2022-02-28,1967-12-27
227,50579044000196,CORRETORAS,LEVYCAM - CCV LTDA,LEVYCAM,EM FUNCIONAMENTO NORMAL,kneese@levycam.com.br,28139600,1227200,,SP,SÃO PAULO,CONSOLAÇÃO,10º ANDAR - SALA 105 A 108,AVENIDA ANGELICA 2503,2022-12-31,1908966.66,1473,1982-06-11,1982-06-11
228,15219389000138,CORRETORAS,MACRO PARTICIPAÇÕES LTDA,MACRO,CANCELADA,macrocorretora@bovesba.com.br,21018800,40015001,BRASIL,BA,SALVADOR,COMERCIO,EDF. CARLOS KIAPPE,R PORTUGAL 24/ 501 E 502,2015-12-31,1482816.99,477,2016-07-27,1969-02-06
229,36864992000142,CORRETORAS,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,MAF DTVM,CANCELADA,juridico.admfiduciaria@apexgroup.com,45601000,22250040,,RJ,RIO DE JANEIRO,BOTAFOGO,TORRE PÃO DE AÇUCAR,"PRAIA DE BOTAFOGO, 501/ 5º ANDAR PARTE",,,3751,2020-11-06,2020-11-06
230,12102869000126,CORRETORAS,MAGNA CCV LTDA,,CANCELADA,,,65020270,BRASIL,MA,SÃO LUÍS,CENTRO,,"RUA DAS HORTAS, 362",1989-12-31,635395.55,400,1992-11-06,1990-01-01
231,04169736000149,CORRETORAS,MANAUS CC LTDA,,CANCELADA,,2343888,69005000,BRASIL,AM,MANAUS,,,"AV FLORIANO PEIXOTO,52-2§ANDAR",1994-12-31,125183.43,43,1995-06-20,1971-07-16
232,84704451000108,CORRETORAS,MANCHESTER ASSESSORIA E PARTICIPAÇÕES LTDA.,--,CANCELADA,manchestercorr@terra.com.br,34332066,89202417,BRASIL,SC,JOINVILLE,BUCAREIN,,"RUA ALEXANDRE SCHLEMM, 300",2007-12-31,18371416.22,2410,2008-06-18,1967-09-29
233,28317501000115,CORRETORAS,"MARLIN S.A. CORRETORA DE CAMBIO, TÍTULOS E VALORES MOBILIÁRIOS",MARLIN,CANCELADA,,2526020,20040030,BRASIL,RJ,RIO DE JANEIRO,CENTRO,,R DO OUVIDOR 121/ 17 ANDAR,2001-12-31,0.00,850,2004-12-16,1983-12-19
234,33918160000173,CORRETORAS,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",GRADUAL CORRETORA,CANCELADA,liquidante@gradualinvestimentos.com.br,33728300,4543907,BRASIL,SP,SÃO PAULO,VILA NOVA CONCEIÇÃO,19 ANDAR,AV JUSCELINO KUBITSCHEK  1909,2017-12-31,-2024724.29,3344,2018-05-22,1999-07-01
235,92885631000153,CORRETORAS,MASSA FALIDA DE DIFERENCIAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,DIFERENCIAL,LIQUIDAÇÃO EXTRAJUDICIAL,diferencial@diferencial.com.br,30217000,90480001,BRASIL,RS,PORTO ALEGRE,AUXILIADORA,1100,AV. CARLOS GOMES,2011-12-31,4092876.96,2542,2012-08-09,1967-10-17
236,87169629000148,CORRETORAS,MASTER CCVM S/A,,CANCELADA,,,90020080,BRASIL,RS,PORTO ALEGRE,,,PRACA XV NOVEMBRO 66 CJ1406,1990-12-31,21969491.40,2429,1991-11-21,1973-10-31
237,33886862000112,CORRETORAS,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",MULTISTOCK S.A. C.C.V.,CANCELADA,compliance.corretora@mastercctvm.com.br,45020100,22250906,,RJ,RIO DE JANEIRO,BOTAFOGO,SALA 1702,"PRAIA DE BOTAFOGO, 228",2002-12-31,15982489.91,1198,2003-08-20,1968-05-30
238,33886862000112,CORRETORAS,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",MULTISTOCK S.A. C.C.V.,EM FUNCIONAMENTO NORMAL,compliance.corretora@mastercctvm.com.br,45020100,22250906,,RJ,RIO DE JANEIRO,BOTAFOGO,SALA 1702,"PRAIA DE BOTAFOGO, 228",2022-12-31,31847596.05,3611,2009-02-17,2009-02-17
239,04818886000136,CORRETORAS,MAXIMA CCVM LTDA,MAXIMA,CANCELADA,,22717171,20011040,BRASIL,RJ,RIO DE JANEIRO,,,R RODRIGO SILVA 26 21ANDAR,1996-12-31,4346518.38,94,1998-11-18,1984-11-29
240,92952357000198,CORRETORAS,MBM C P ALEGRENSE DE VM S/A,MBM P ALEGRENSE,CANCELADA,corretora@mbm.org.br,2257061,90020004,BRASIL,RS,PORTO ALEGRE,CENTRO,,"RUA DOS ANDRADAS, 772 /6 ANDAR",2005-12-31,1709363.82,2577,2011-03-31,1969-03-03
241,68738053000148,CORRETORAS,MEINBERG & MEINBERG CCVM LTDA,MEINBERG - CORRETORA,CANCELADA,,,90010410,BRASIL,RS,PORTO ALEGRE,,,R GAL VASCO ALVES 331,1997-12-31,306152.40,2828,1998-08-20,1993-01-06
242,16683062000185,CORRETORAS,MERCANTIL DO BRASIL CORRETORA S/A CTVM,MB CORRETORA,EM FUNCIONAMENTO NORMAL,mb_corretora_gestao@mercantil.com.br,30576731,30160912,,MG,BELO HORIZONTE,CENTRO,9º ANDAR,"RUA RIO DE JANEIRO, 654",2022-12-31,21233103.93,540,1973-11-06,1973-11-06
243,00787296000132,CORRETORAS,"MERCOBANK EMPREENDIMENTOS, PARTICIPAÇOES E SERVIÇOS LTDA",MERCOBANK,CANCELADA,diretoria@mercobank.com.br,21328838,22640100,BRASIL,RJ,RIO DE JANEIRO,BARRA DA TIJUCA,BLOCO 3 / SALA 332,"AV DAS AMÉRICAS, 700",2002-12-31,0.00,3093,2002-11-06,1995-07-25
244,02670590000195,CORRETORAS,MERRILL LYNCH S/A CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,--,EM FUNCIONAMENTO NORMAL,pedro.asprino@bofa.com,21884000,4538132,,SP,SÃO PAULO,ITAIM BIBI,12 ANDAR,"AV.BRIGADEIRO FARIA LIMA, 3400",2022-12-31,476001719.30,3271,1998-07-13,1998-07-13
245,35602606000181,CORRETORAS,MIDAS CCTVM S/A,MIDAS,CANCELADA,midasrj@midascorretora.com.br,4641163,20050009,BRASIL,RJ,RIO DE JANEIRO,CENTRO,11° ANDAR,"RUA 7 DE SETEMBRO, 54",2006-12-31,1197091.37,2690,2007-01-03,1991-03-13
246,17830340000142,CORRETORAS,MILBANCO CCV SA,MILBANCO,CANCELADA,,2712255,30160911,BRASIL,MG,BELO HORIZONTE,,,R RIO DE JANEIRO 600  14 ANDAR,1997-12-31,5147529.88,671,2000-10-13,1983-03-18
247,07147382000120,CORRETORAS,MILLENNIUM PARTICIPACOES SA,GAMEX MILLENNIUM CCVM S/A,CANCELADA,rogerio@millenniumcorretora.com.br,25097881,60410710,BRASIL,CE,FORTALEZA,LAGOA REDONDA,,R PROF JOSE A.DE CARVALHO 2432,2008-12-31,1245499.83,191,2009-09-04,1983-02-18
248,12392983000138,CORRETORAS,"MIRAE ASSET BRASIL CORRETORA DE C-MBIO, T-TULOS E VALORES MOBILI-RIOS LTDA",-----,EM FUNCIONAMENTO NORMAL,hyunjun.yim@miraeinvest.com.br,27892000,4538132,,SP,SÃO PAULO,ITAIM BIBI,4 ANDAR,"AV. BRIGADEIRO FARIA LIMA, 3900",2022-12-31,302802764.03,3646,2010-09-27,2010-09-27
249,62977723000100,CORRETORAS,MISASI ADMINISTRAÇÃO DE BENS E PARTICIPAÇÕES LTDA,MISASI,CANCELADA,,31154111,1009000,BRASIL,SP,SÃO PAULO,CENTRO,CJ. 2204,R LIBERO BADARO 377 / 22 ANDAR,1999-12-31,1002311.39,2097,1997-02-05,1990-03-13
250,89552277000130,CORRETORAS,MONTAB CVMC LTDA,MONTAB,CANCELADA,,,90010030,BRASIL,RS,PORTO ALEGRE,,,R GAL JOAO MANOEL 50/TERREO,1993-12-31,6952425.87,2445,1994-06-30,1978-12-13
251,04323351000194,CORRETORAS,MORGAN STANLEY CTVM S.A.,MORGAN STANLEY DEAN WITTER CTVM S.A.,EM FUNCIONAMENTO NORMAL,elaine.souza@morganstanley.com,30486000,4538132,,SP,SÃO PAULO,ITAIM BIBI,"6, 7 E 8 ANDAR",AV BRIG. FARIA LIMA 3.600,2022-12-31,1590138863.54,3468,2001-03-19,2001-03-19
252,00419291000157,CORRETORAS,MULTICRED - ADMINISTRADORA DE BENS LTDA,MULTICRED CORRETORA,CANCELADA,multicred@conectanet.com.br,2253071,70300911,BRASIL,DF,BRASÍLIA,ASA SUL,ED. G. NOMINATO,SCS - Q.05 - BL. C - S/LOJA 10,2011-12-31,2628213.35,2763,2012-08-21,1992-03-18
253,05351887000186,CORRETORAS,"MÚLTIPLA CRÉDITO, FINANCIAMENTO E INVESTIMENTO LTDA.",MULTIPLA CCTVM LTDA,CANCELADA,beatrizpassos@multiplafinanceira.com.br,2773397,60125160,BRASIL,CE,FORTALEZA,DIONISIO TORRES,,"RUA VISCONDE DE MAUA, 3066",2005-12-31,6037682.89,124,2006-10-25,1976-12-30
254,33791781000139,CORRETORAS,MULTIPLIC CVM S/A,MULTIPLIC CVM S/A,CANCELADA,,5346855,1310200,BRASIL,SP,SÃO PAULO,BELA VISTA,T.NORTE/CJ. 118,AV PAULISTA 1842/ 11 ANDAR,1999-12-31,18186794.82,1066,2000-12-18,1967-09-29
255,25674235000190,CORRETORAS,MUNDINVEST S/A CCVM,MUNDINVEST CORRETORA DE VALORES,EM FUNCIONAMENTO NORMAL,mundinvest@mundinvest.com.br,30716565,30140092,,MG,BELO HORIZONTE,LOURDES,6º ANDAR,"RUA GONÇALVES DIAS, 2132",2022-12-31,23788041.10,779,1989-03-14,1989-03-14
